"","species","island","cycle","site","landCover","variable","estimate","standardError","LCI","UCI","modelType","modelFormulation","AIC","K","totalModelRuntime"
"111","Trachylepis atlantica","Ilha do Meio",4,31,"bushy","populationGrowthRate",0.798859055579486,0.0524129275308955,0.702462360143168,0.908483965676512,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"112","Trachylepis atlantica","Ilha do Meio",4,32,"bushy","populationGrowthRate",0.798859055579486,0.0524129275308955,0.702462360143168,0.908483965676512,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"113","Trachylepis atlantica","Ilha do Meio",4,33,"bushy","populationGrowthRate",0.798859055579486,0.0524129275308955,0.702462360143168,0.908483965676512,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"114","Trachylepis atlantica","Ilha do Meio",4,34,"semi-open","populationGrowthRate",0.798859055579486,0.0524129275308955,0.702462360143168,0.908483965676512,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"115","Trachylepis atlantica","Ilha do Meio",4,35,"bushy","populationGrowthRate",0.798859055579486,0.0524129275308955,0.702462360143168,0.908483965676512,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"116","Trachylepis atlantica","Ilha do Meio",4,36,"semi-open","populationGrowthRate",0.798859055579486,0.0524129275308955,0.702462360143168,0.908483965676512,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"117","Trachylepis atlantica","Ilha do Meio",4,37,"open","populationGrowthRate",0.798859055579486,0.0524129275308955,0.702462360143168,0.908483965676512,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"118","Trachylepis atlantica","Ilha do Meio",4,38,"open","populationGrowthRate",0.798859055579486,0.0524129275308955,0.702462360143168,0.908483965676512,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"119","Trachylepis atlantica","Ilha do Meio",4,39,"open","populationGrowthRate",0.798859055579486,0.0524129275308955,0.702462360143168,0.908483965676512,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"120","Trachylepis atlantica","Ilha do Meio",4,40,"open","populationGrowthRate",0.798859055579486,0.0524129275308955,0.702462360143168,0.908483965676512,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"121","Trachylepis atlantica","Ilha do Meio",4.1,1,"semi-open","populationGrowthRate",1.74753918262181,0.269640279249254,1.29148381378449,2.36463915552264,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"122","Trachylepis atlantica","Ilha do Meio",4.1,2,"open","populationGrowthRate",1.74753918262181,0.269640279249254,1.29148381378449,2.36463915552264,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"123","Trachylepis atlantica","Ilha do Meio",4.1,3,"open","populationGrowthRate",1.74753918262181,0.269640279249254,1.29148381378449,2.36463915552264,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"124","Trachylepis atlantica","Ilha do Meio",4.1,4,"open","populationGrowthRate",1.74753918262181,0.269640279249254,1.29148381378449,2.36463915552264,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"125","Trachylepis atlantica","Ilha do Meio",4.1,5,"open","populationGrowthRate",1.74753918262181,0.269640279249254,1.29148381378449,2.36463915552264,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"126","Trachylepis atlantica","Ilha do Meio",4.1,6,"open","populationGrowthRate",1.74753918262181,0.269640279249254,1.29148381378449,2.36463915552264,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"127","Trachylepis atlantica","Ilha do Meio",4.1,7,"open","populationGrowthRate",1.74753918262181,0.269640279249254,1.29148381378449,2.36463915552264,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"128","Trachylepis atlantica","Ilha do Meio",4.1,8,"open","populationGrowthRate",1.74753918262181,0.269640279249254,1.29148381378449,2.36463915552264,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"129","Trachylepis atlantica","Ilha do Meio",4.1,9,"open","populationGrowthRate",1.74753918262181,0.269640279249254,1.29148381378449,2.36463915552264,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"130","Trachylepis atlantica","Ilha do Meio",4.1,10,"open","populationGrowthRate",1.74753918262181,0.269640279249254,1.29148381378449,2.36463915552264,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"131","Trachylepis atlantica","Ilha do Meio",4.1,11,"open","populationGrowthRate",1.74753918262181,0.269640279249254,1.29148381378449,2.36463915552264,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"132","Trachylepis atlantica","Ilha do Meio",4.1,12,"semi-open","populationGrowthRate",1.74753918262181,0.269640279249254,1.29148381378449,2.36463915552264,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"133","Trachylepis atlantica","Ilha do Meio",4.1,13,"open","populationGrowthRate",1.74753918262181,0.269640279249254,1.29148381378449,2.36463915552264,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"134","Trachylepis atlantica","Ilha do Meio",4.1,14,"treed","populationGrowthRate",1.74753918262181,0.269640279249254,1.29148381378449,2.36463915552264,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"135","Trachylepis atlantica","Ilha do Meio",4.1,15,"treed","populationGrowthRate",1.74753918262181,0.269640279249254,1.29148381378449,2.36463915552264,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"136","Trachylepis atlantica","Ilha do Meio",4.1,16,"treed","populationGrowthRate",1.74753918262181,0.269640279249254,1.29148381378449,2.36463915552264,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"137","Trachylepis atlantica","Ilha do Meio",4.1,17,"treed","populationGrowthRate",1.74753918262181,0.269640279249254,1.29148381378449,2.36463915552264,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"138","Trachylepis atlantica","Ilha do Meio",4.1,18,"treed","populationGrowthRate",1.74753918262181,0.269640279249254,1.29148381378449,2.36463915552264,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"139","Trachylepis atlantica","Ilha do Meio",4.1,19,"treed","populationGrowthRate",1.74753918262181,0.269640279249254,1.29148381378449,2.36463915552264,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"140","Trachylepis atlantica","Ilha do Meio",4.1,20,"treed","populationGrowthRate",1.74753918262181,0.269640279249254,1.29148381378449,2.36463915552264,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"141","Trachylepis atlantica","Ilha do Meio",4.1,21,"treed","populationGrowthRate",1.74753918262181,0.269640279249254,1.29148381378449,2.36463915552264,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"142","Trachylepis atlantica","Ilha do Meio",4.1,22,"treed","populationGrowthRate",1.74753918262181,0.269640279249254,1.29148381378449,2.36463915552264,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"143","Trachylepis atlantica","Ilha do Meio",4.1,23,"semi-open","populationGrowthRate",1.74753918262181,0.269640279249254,1.29148381378449,2.36463915552264,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"144","Trachylepis atlantica","Ilha do Meio",4.1,24,"treed","populationGrowthRate",1.74753918262181,0.269640279249254,1.29148381378449,2.36463915552264,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"145","Trachylepis atlantica","Ilha do Meio",4.1,25,"bushy","populationGrowthRate",1.74753918262181,0.269640279249254,1.29148381378449,2.36463915552264,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"146","Trachylepis atlantica","Ilha do Meio",4.1,26,"bushy","populationGrowthRate",1.74753918262181,0.269640279249254,1.29148381378449,2.36463915552264,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"147","Trachylepis atlantica","Ilha do Meio",4.1,27,"bushy","populationGrowthRate",1.74753918262181,0.269640279249254,1.29148381378449,2.36463915552264,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"148","Trachylepis atlantica","Ilha do Meio",4.1,28,"bushy","populationGrowthRate",1.74753918262181,0.269640279249254,1.29148381378449,2.36463915552264,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"149","Trachylepis atlantica","Ilha do Meio",4.1,29,"bushy","populationGrowthRate",1.74753918262181,0.269640279249254,1.29148381378449,2.36463915552264,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"150","Trachylepis atlantica","Ilha do Meio",4.1,30,"bushy","populationGrowthRate",1.74753918262181,0.269640279249254,1.29148381378449,2.36463915552264,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"151","Trachylepis atlantica","Ilha do Meio",4.1,31,"bushy","populationGrowthRate",1.74753918262181,0.269640279249254,1.29148381378449,2.36463915552264,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"152","Trachylepis atlantica","Ilha do Meio",4.1,32,"bushy","populationGrowthRate",1.74753918262181,0.269640279249254,1.29148381378449,2.36463915552264,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"153","Trachylepis atlantica","Ilha do Meio",4.1,33,"bushy","populationGrowthRate",1.74753918262181,0.269640279249254,1.29148381378449,2.36463915552264,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"154","Trachylepis atlantica","Ilha do Meio",4.1,34,"semi-open","populationGrowthRate",1.74753918262181,0.269640279249254,1.29148381378449,2.36463915552264,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"155","Trachylepis atlantica","Ilha do Meio",4.1,35,"bushy","populationGrowthRate",1.74753918262181,0.269640279249254,1.29148381378449,2.36463915552264,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"156","Trachylepis atlantica","Ilha do Meio",4.1,36,"semi-open","populationGrowthRate",1.74753918262181,0.269640279249254,1.29148381378449,2.36463915552264,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"157","Trachylepis atlantica","Ilha do Meio",4.1,37,"open","populationGrowthRate",1.74753918262181,0.269640279249254,1.29148381378449,2.36463915552264,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"158","Trachylepis atlantica","Ilha do Meio",4.1,38,"open","populationGrowthRate",1.74753918262181,0.269640279249254,1.29148381378449,2.36463915552264,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"159","Trachylepis atlantica","Ilha do Meio",4.1,39,"open","populationGrowthRate",1.74753918262181,0.269640279249254,1.29148381378449,2.36463915552264,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"160","Trachylepis atlantica","Ilha do Meio",4.1,40,"open","populationGrowthRate",1.74753918262181,0.269640279249254,1.29148381378449,2.36463915552264,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"161","Trachylepis atlantica","Ilha do Meio",5,1,"semi-open","populationGrowthRate",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"162","Trachylepis atlantica","Ilha do Meio",5,2,"open","populationGrowthRate",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"163","Trachylepis atlantica","Ilha do Meio",5,3,"open","populationGrowthRate",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"164","Trachylepis atlantica","Ilha do Meio",5,4,"open","populationGrowthRate",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"165","Trachylepis atlantica","Ilha do Meio",5,5,"open","populationGrowthRate",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"166","Trachylepis atlantica","Ilha do Meio",5,6,"open","populationGrowthRate",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"167","Trachylepis atlantica","Ilha do Meio",5,7,"open","populationGrowthRate",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"168","Trachylepis atlantica","Ilha do Meio",5,8,"open","populationGrowthRate",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"169","Trachylepis atlantica","Ilha do Meio",5,9,"open","populationGrowthRate",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"170","Trachylepis atlantica","Ilha do Meio",5,10,"open","populationGrowthRate",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"171","Trachylepis atlantica","Ilha do Meio",5,11,"open","populationGrowthRate",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"172","Trachylepis atlantica","Ilha do Meio",5,12,"semi-open","populationGrowthRate",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"173","Trachylepis atlantica","Ilha do Meio",5,13,"open","populationGrowthRate",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"174","Trachylepis atlantica","Ilha do Meio",5,14,"treed","populationGrowthRate",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"175","Trachylepis atlantica","Ilha do Meio",5,15,"treed","populationGrowthRate",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"176","Trachylepis atlantica","Ilha do Meio",5,16,"treed","populationGrowthRate",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"177","Trachylepis atlantica","Ilha do Meio",5,17,"treed","populationGrowthRate",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"178","Trachylepis atlantica","Ilha do Meio",5,18,"treed","populationGrowthRate",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"179","Trachylepis atlantica","Ilha do Meio",5,19,"treed","populationGrowthRate",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"180","Trachylepis atlantica","Ilha do Meio",5,20,"treed","populationGrowthRate",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"181","Trachylepis atlantica","Ilha do Meio",5,21,"treed","populationGrowthRate",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"182","Trachylepis atlantica","Ilha do Meio",5,22,"treed","populationGrowthRate",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"183","Trachylepis atlantica","Ilha do Meio",5,23,"semi-open","populationGrowthRate",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"184","Trachylepis atlantica","Ilha do Meio",5,24,"treed","populationGrowthRate",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"185","Trachylepis atlantica","Ilha do Meio",5,25,"bushy","populationGrowthRate",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"186","Trachylepis atlantica","Ilha do Meio",5,26,"bushy","populationGrowthRate",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"187","Trachylepis atlantica","Ilha do Meio",5,27,"bushy","populationGrowthRate",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"188","Trachylepis atlantica","Ilha do Meio",5,28,"bushy","populationGrowthRate",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"189","Trachylepis atlantica","Ilha do Meio",5,29,"bushy","populationGrowthRate",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"190","Trachylepis atlantica","Ilha do Meio",5,30,"bushy","populationGrowthRate",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"191","Trachylepis atlantica","Ilha do Meio",5,31,"bushy","populationGrowthRate",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"192","Trachylepis atlantica","Ilha do Meio",5,32,"bushy","populationGrowthRate",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"193","Trachylepis atlantica","Ilha do Meio",5,33,"bushy","populationGrowthRate",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"194","Trachylepis atlantica","Ilha do Meio",5,34,"semi-open","populationGrowthRate",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
"195","Trachylepis atlantica","Ilha do Meio",5,35,"bushy","populationGrowthRate",NA,NA,NA,NA,"ZIP","lam(cover)gamma(TSE)p(JulianDate+observerID)iota(.)",574.49,1450,47.0159736037254
